 frequency       inoise_spectrum onoise_spectrum
 3.07471508e+05  1.04079488e-07  3.61031436e-07 
 3.25233387e+05  1.02750903e-07  3.36928462e-07 
 3.44021326e+05  1.01479214e-07  3.14555197e-07 
 3.63894599e+05  1.00262516e-07  2.93779238e-07 
 3.84915902e+05  9.90989477e-08  2.74478728e-07 
 4.07151555e+05  9.79866879e-08  2.56541502e-07 
 4.30671707e+05  9.69239601e-08  2.39864308e-07 
 4.55550561e+05  9.59090314e-08  2.24352080e-07 
 4.81866605e+05  9.49402141e-08  2.09917279e-07 
 5.09702863e+05  9.40158667e-08  1.96479279e-07 
 5.39147154e+05  9.31343946e-08  1.83963813e-07 
 5.70292370e+05  9.22942516e-08  1.72302451e-07 
 6.03236769e+05  9.14939409e-08  1.61432134e-07 
 6.38084285e+05  9.07320163e-08  1.51294734e-07 
 6.74944857e+05  9.00070837e-08  1.41836656e-07 
 7.13934775e+05  8.93178024e-08  1.33008473e-07 
 7.55177045e+05  8.86628865e-08  1.24764588e-07 
 7.98801781e+05  8.80411066e-08  1.17062922e-07 
 8.44946611e+05  8.74512915e-08  1.09864634e-07 
 8.93757115e+05  8.68923299e-08  1.03133856e-07 
 9.45387283e+05  8.63631725e-08  9.68374571e-08 
 1.00000000e+06  8.58628340e-08  9.09448207e-08 
 1.05776756e+06  8.53903958e-08  8.54276443e-08 
 1.11887221e+06  8.49450084e-08  8.02597539e-08 
 1.18350673e+06  8.45258944e-08  7.54169339e-08 
 1.25187503e+06  8.41323514e-08  7.08767715e-08 
 1.32419279e+06  8.37637563e-08  6.66185139e-08 
 1.40068818e+06  8.34195687e-08  6.26229370e-08 
 1.48160252e+06  8.30993356e-08  5.88722254e-08 
 1.56719108e+06  8.28026964e-08  5.53498627e-08 
 1.65772389e+06  8.25293886e-08  5.20405303e-08 
 1.75348655e+06  8.22792540e-08  4.89300154e-08 
 1.85478119e+06  8.20522456e-08  4.60051266e-08 
 1.96192737e+06  8.18484355e-08  4.32536166e-08 
 2.07526313e+06  8.16680235e-08  4.06641120e-08 
 2.19514602e+06  8.15113466e-08  3.82260484e-08 
 2.32195425e+06  8.13788899e-08  3.59296119e-08 
 2.45608788e+06  8.12712980e-08  3.37656859e-08 
 2.59797009e+06  8.11893883e-08  3.17258014e-08 
 2.74804848e+06  8.11341645e-08  2.98020937e-08 
 2.90679654e+06  8.11068328e-08  2.79872608e-08 
 3.07471508e+06  8.11088181e-08  2.62745275e-08 
 3.25233387e+06  8.11417820e-08  2.46576110e-08 
 3.44021326e+06  8.12076425e-08  2.31306906e-08 
 3.63894599e+06  8.13085943e-08  2.16883792e-08 
 3.84915902e+06  8.14471308e-08  2.03256969e-08 
 4.07151555e+06  8.16260659e-08  1.90380469e-08 
 4.30671707e+06  8.18485581e-08  1.78211915e-08 
 4.55550561e+06  8.21181331e-08  1.66712303e-08 
 4.81866605e+06  8.24387070e-08  1.55845780e-08 
 5.09702863e+06  8.28146086e-08  1.45579425e-08 
 5.39147154e+06  8.32505993e-08  1.35883029e-08 
 5.70292370e+06  8.37518903e-08  1.26728870e-08 
 6.03236769e+06  8.43241564e-08  1.18091479e-08 
 6.38084285e+06  8.49735434e-08  1.09947406e-08 
 6.74944857e+06  8.57066697e-08  1.02274970e-08 
 7.13934775e+06  8.65306185e-08  9.50540163e-09 
 7.55177045e+06  8.74529207e-08  8.82656682e-09 
 7.98801781e+06  8.84815256e-08  8.18920857e-09 
 8.44946611e+06  8.96247595e-08  7.59162372e-09 
 8.93757115e+06  9.08912695e-08  7.03216890e-09 
 9.45387283e+06  9.22899539e-08  6.50924197e-09 
 1.00000000e+07  9.38298778e-08  6.02126655e-09 
 1.05776756e+07  9.55201759e-08  5.56667997e-09 
 1.11887221e+07  9.73699438e-08  5.14392495e-09 
 1.18350673e+07  9.93881193e-08  4.75144502e-09 
 1.25187503e+07  1.01583358e-07  4.38768342e-09 
 1.32419279e+07  1.03963905e-07  4.05108518e-09 
 1.40068818e+07  1.06537467e-07  3.74010170e-09 
 1.48160252e+07  1.09311080e-07  3.45319734e-09 
 1.56719108e+07  1.12290990e-07  3.18885722e-09 
 1.65772389e+07  1.15482530e-07  2.94559551e-09 
 1.75348655e+07  1.18889995e-07  2.72196384e-09 
 1.85478119e+07  1.22516525e-07  2.51655913e-09 
 1.96192737e+07  1.26363979e-07  2.32803051e-09 
 2.07526313e+07  1.30432803e-07  2.15508526e-09 
 2.19514602e+07  1.34721893e-07  1.99649344e-09 
 2.32195425e+07  1.39228441e-07  1.85109133e-09 
 2.45608788e+07  1.43947786e-07  1.71778360e-09 
 2.59797009e+07  1.48873254e-07  1.59554447e-09 
 2.74804848e+07  1.53996005e-07  1.48341775e-09 
 2.90679654e+07  1.59304900e-07  1.38051611e-09 
 3.07471508e+07  1.64786394e-07  1.28601954e-09 
 3.25233387e+07  1.70424482e-07  1.19917329e-09 
 3.44021326e+07  1.76200692e-07  1.11928519e-09 
 3.63894599e+07  1.82094164e-07  1.04572264e-09 
 3.84915902e+07  1.88081807e-07  9.77909390e-10 
 4.07151555e+07  1.94138548e-07  9.15321962e-10 
 4.30671707e+07  2.00237672e-07  8.57486082e-10 
 4.55550561e+07  2.06351254e-07  8.03973009e-10 
 4.81866605e+07  2.12450655e-07  7.54395902e-10 
 5.09702863e+07  2.18507090e-07  7.08406249e-10 
 5.39147154e+07  2.24492217e-07  6.65690428e-10 
 5.70292370e+07  2.30378736e-07  6.25966419e-10 
 6.03236769e+07  2.36140974e-07  5.88980708e-10 
 6.38084285e+07  2.41755412e-07  5.54505391e-10 
 6.74944857e+07  2.47201144e-07  5.22335506e-10 
 7.13934775e+07  2.52460240e-07  4.92286576e-10 
 7.55177045e+07  2.57518011e-07  4.64192387e-10 
 7.98801781e+07  2.62363152e-07  4.37902975e-10 
 8.44946611e+07  2.66987785e-07  4.13282822e-10 
 8.93757115e+07  2.71387388e-07  3.90209246e-10 
 9.45387283e+07  2.75560646e-07  3.68570973e-10 
 1.00000000e+08  2.79509221e-07  3.48266869e-10 
