 frequency       HctmagdB        HscmagdB       
 3.87257645e+04 -3.17628949e+01 -2.97696159e+01 
 3.90840896e+04 -3.18428421e+01 -2.98051115e+01 
 3.94457302e+04 -3.19227903e+01 -2.98396789e+01 
 3.98107171e+04 -3.20027393e+01 -2.98732962e+01 
 4.01790811e+04 -3.20826894e+01 -2.99059410e+01 
 4.05508535e+04 -3.21626403e+01 -2.99375901e+01 
 4.09260660e+04 -3.22425921e+01 -2.99682199e+01 
 4.13047502e+04 -3.23225448e+01 -2.99978059e+01 
 4.16869383e+04 -3.24024984e+01 -3.00263229e+01 
 4.20726628e+04 -3.24824528e+01 -3.00537449e+01 
 4.24619564e+04 -3.25624080e+01 -3.00800453e+01 
 4.28548520e+04 -3.26423641e+01 -3.01051966e+01 
 4.32513831e+04 -3.27223210e+01 -3.01291704e+01 
 4.36515832e+04 -3.28022786e+01 -3.01519375e+01 
 4.40554864e+04 -3.28822370e+01 -3.01734678e+01 
 4.44631267e+04 -3.29621962e+01 -3.01937302e+01 
 4.48745390e+04 -3.30421561e+01 -3.02126925e+01 
 4.52897580e+04 -3.31221168e+01 -3.02303218e+01 
 4.57088190e+04 -3.32020782e+01 -3.02465839e+01 
 4.61317575e+04 -3.32820402e+01 -3.02614434e+01 
 4.65586094e+04 -3.33620030e+01 -3.02748639e+01 
 4.69894109e+04 -3.34419665e+01 -3.02868078e+01 
 4.74241985e+04 -3.35219306e+01 -3.02972360e+01 
 4.78630092e+04 -3.36018954e+01 -3.03061083e+01 
 4.83058802e+04 -3.36818608e+01 -3.03133829e+01 
 4.87528490e+04 -3.37618268e+01 -3.03190168e+01 
 4.92039536e+04 -3.38417935e+01 -3.03229653e+01 
 4.96592321e+04 -3.39217607e+01 -3.03251819e+01 
 5.01187234e+04 -3.40017286e+01 -3.03256189e+01 
 5.05824662e+04 -3.40816971e+01 -3.03242263e+01 
 5.10505000e+04 -3.41616661e+01 -3.03209526e+01 
 5.15228645e+04 -3.42416357e+01 -3.03157442e+01 
 5.19995997e+04 -3.43216058e+01 -3.03085455e+01 
 5.24807460e+04 -3.44015765e+01 -3.02992986e+01 
 5.29663444e+04 -3.44815478e+01 -3.02879436e+01 
 5.34564359e+04 -3.45615195e+01 -3.02744178e+01 
 5.39510623e+04 -3.46414918e+01 -3.02586562e+01 
 5.44502653e+04 -3.47214646e+01 -3.02405912e+01 
 5.49540874e+04 -3.48014378e+01 -3.02201520e+01 
 5.54625713e+04 -3.48814116e+01 -3.01972652e+01 
 5.59757601e+04 -3.49613858e+01 -3.01718540e+01 
 5.64936975e+04 -3.50413606e+01 -3.01438382e+01 
 5.70164272e+04 -3.51213357e+01 -3.01131340e+01 
 5.75439937e+04 -3.52013114e+01 -3.00796538e+01 
 5.80764418e+04 -3.52812874e+01 -3.00433062e+01 
 5.86138165e+04 -3.53612639e+01 -3.00039950e+01 
 5.91561634e+04 -3.54412409e+01 -2.99616198e+01 
 5.97035287e+04 -3.55212182e+01 -2.99160751e+01 
 6.02559586e+04 -3.56011960e+01 -2.98672501e+01 
 6.08135001e+04 -3.56811742e+01 -2.98150284e+01 
 6.13762005e+04 -3.57611527e+01 -2.97592877e+01 
 6.19441075e+04 -3.58411317e+01 -2.96998990e+01 
 6.25172693e+04 -3.59211110e+01 -2.96367266e+01 
 6.30957344e+04 -3.60010908e+01 -2.95696271e+01 
 6.36795521e+04 -3.60810709e+01 -2.94984491e+01 
 6.42687717e+04 -3.61610513e+01 -2.94230324e+01 
 6.48634434e+04 -3.62410321e+01 -2.93432077e+01 
 6.54636174e+04 -3.63210133e+01 -2.92587950e+01 
 6.60693448e+04 -3.64009948e+01 -2.91696036e+01 
 6.66806769e+04 -3.64809766e+01 -2.90754306e+01 
 6.72976656e+04 -3.65609588e+01 -2.89760600e+01 
 6.79203633e+04 -3.66409413e+01 -2.88712616e+01 
 6.85488226e+04 -3.67209241e+01 -2.87607894e+01 
 6.91830971e+04 -3.68009073e+01 -2.86443801e+01 
 6.98232404e+04 -3.68808907e+01 -2.85217519e+01 
 7.04693069e+04 -3.69608745e+01 -2.83926019e+01 
 7.11213514e+04 -3.70408585e+01 -2.82566044e+01 
 7.17794291e+04 -3.71208428e+01 -2.81134082e+01 
 7.24435960e+04 -3.72008275e+01 -2.79626339e+01 
 7.31139083e+04 -3.72808124e+01 -2.78038709e+01 
 7.37904230e+04 -3.73607975e+01 -2.76366730e+01 
 7.44731974e+04 -3.74407830e+01 -2.74605552e+01 
 7.51622894e+04 -3.75207687e+01 -2.72749879e+01 
 7.58577575e+04 -3.76007547e+01 -2.70793916e+01 
 7.65596607e+04 -3.76807409e+01 -2.68731301e+01 
 7.72680585e+04 -3.77607274e+01 -2.66555030e+01 
 7.79830111e+04 -3.78407141e+01 -2.64257359e+01 
 7.87045790e+04 -3.79207011e+01 -2.61829699e+01 
 7.94328235e+04 -3.80006883e+01 -2.59262483e+01 
 8.01678063e+04 -3.80806757e+01 -2.56545011e+01 
 8.09095899e+04 -3.81606634e+01 -2.53665257e+01 
 8.16582371e+04 -3.82406513e+01 -2.50609638e+01 
 8.24138115e+04 -3.83206394e+01 -2.47362728e+01 
 8.31763771e+04 -3.84006277e+01 -2.43906908e+01 
 8.39459987e+04 -3.84806162e+01 -2.40221917e+01 
 8.47227414e+04 -3.85606050e+01 -2.36284295e+01 
 8.55066713e+04 -3.86405940e+01 -2.32066664e+01 
 8.62978548e+04 -3.87205831e+01 -2.27536798e+01 
 8.70963590e+04 -3.88005725e+01 -2.22656395e+01 
 8.79022517e+04 -3.88805620e+01 -2.17379446e+01 
 8.87156012e+04 -3.89605518e+01 -2.11650011e+01 
 8.95364766e+04 -3.90405417e+01 -2.05399135e+01 
 9.03649474e+04 -3.91205318e+01 -1.98540490e+01 
 9.12010839e+04 -3.92005221e+01 -1.90964027e+01 
 9.20449572e+04 -3.92805126e+01 -1.82526497e+01 
 9.28966387e+04 -3.93605032e+01 -1.73036795e+01 
 9.37562007e+04 -3.94404940e+01 -1.62232438e+01 
 9.46237161e+04 -3.95204850e+01 -1.49740150e+01 
 9.54992586e+04 -3.96004762e+01 -1.35006606e+01 
 9.63829024e+04 -3.96804675e+01 -1.17171192e+01 
 9.72747224e+04 -3.97604589e+01 -9.48300462e+00 
 9.81747943e+04 -3.98404506e+01 -6.56975456e+00 
 9.90831945e+04 -3.99204423e+01 -2.77471332e+00 
 1.00000000e+05 -4.00004343e+01 -2.49788862e-06 
