 frequency       HctmagdB        Hsc1magdB       Hsc2magdB       Hsc3magdB       Hsc4magdB       Hsc5magdB      
 1.55956176e+05 -4.38602301e+01 -2.72293581e+01 -2.72320286e+01 -3.03156127e+01 -3.02181091e+01 -3.01763888e+01 
 1.56156375e+05 -4.38713725e+01 -2.72214099e+01 -2.72557769e+01 -3.03175277e+01 -3.02096925e+01 -3.01660454e+01 
 1.56356575e+05 -4.38825006e+01 -2.72134650e+01 -2.72793518e+01 -3.03192388e+01 -3.02009577e+01 -3.01553494e+01 
 1.56556774e+05 -4.38936144e+01 -2.72055234e+01 -2.73027550e+01 -3.03207467e+01 -3.01919044e+01 -3.01443001e+01 
 1.56756973e+05 -4.39047141e+01 -2.71975850e+01 -2.73259878e+01 -3.03220522e+01 -3.01825323e+01 -3.01328966e+01 
 1.56957172e+05 -4.39157996e+01 -2.71896499e+01 -2.73490519e+01 -3.03231562e+01 -3.01728411e+01 -3.01211381e+01 
 1.57157371e+05 -4.39268710e+01 -2.71817181e+01 -2.73719486e+01 -3.03240593e+01 -3.01628303e+01 -3.01090236e+01 
 1.57357571e+05 -4.39379282e+01 -2.71737897e+01 -2.73946794e+01 -3.03247624e+01 -3.01524998e+01 -3.00965522e+01 
 1.57557770e+05 -4.39489714e+01 -2.71658645e+01 -2.74172457e+01 -3.03252662e+01 -3.01418489e+01 -3.00837230e+01 
 1.57757969e+05 -4.39600006e+01 -2.71579427e+01 -2.74396491e+01 -3.03255715e+01 -3.01308775e+01 -3.00705350e+01 
 1.57958168e+05 -4.39710158e+01 -2.71500243e+01 -2.74618908e+01 -3.03256790e+01 -3.01195849e+01 -3.00569870e+01 
 1.58158367e+05 -4.39820171e+01 -2.71421092e+01 -2.74839723e+01 -3.03255895e+01 -3.01079707e+01 -3.00430781e+01 
 1.58358567e+05 -4.39930044e+01 -2.71341975e+01 -2.75058948e+01 -3.03253036e+01 -3.00960346e+01 -3.00288072e+01 
 1.58558766e+05 -4.40039779e+01 -2.71262892e+01 -2.75276599e+01 -3.03248221e+01 -3.00837759e+01 -3.00141731e+01 
 1.58758965e+05 -4.40149375e+01 -2.71183843e+01 -2.75492688e+01 -3.03241456e+01 -3.00711941e+01 -2.99991747e+01 
 1.58959164e+05 -4.40258833e+01 -2.71104828e+01 -2.75707228e+01 -3.03232749e+01 -3.00582887e+01 -2.99838108e+01 
 1.59159363e+05 -4.40368153e+01 -2.71025847e+01 -2.75920232e+01 -3.03222107e+01 -3.00450591e+01 -2.99680801e+01 
 1.59359563e+05 -4.40477336e+01 -2.70946901e+01 -2.76131714e+01 -3.03209536e+01 -3.00315047e+01 -2.99519814e+01 
 1.59559762e+05 -4.40586382e+01 -2.70867989e+01 -2.76341685e+01 -3.03195044e+01 -3.00176249e+01 -2.99355134e+01 
 1.59759961e+05 -4.40695291e+01 -2.70789112e+01 -2.76550159e+01 -3.03178635e+01 -3.00034190e+01 -2.99186747e+01 
 1.59960160e+05 -4.40804063e+01 -2.70710269e+01 -2.76757148e+01 -3.03160318e+01 -2.99888864e+01 -2.99014641e+01 
 1.60160359e+05 -4.40912700e+01 -2.70631462e+01 -2.76962665e+01 -3.03140098e+01 -2.99740265e+01 -2.98838800e+01 
 1.60360559e+05 -4.41021201e+01 -2.70552689e+01 -2.77166720e+01 -3.03117982e+01 -2.99588383e+01 -2.98659210e+01 
 1.60560758e+05 -4.41129566e+01 -2.70473951e+01 -2.77369328e+01 -3.03093976e+01 -2.99433214e+01 -2.98475857e+01 
 1.60760957e+05 -4.41237797e+01 -2.70395248e+01 -2.77570498e+01 -3.03068087e+01 -2.99274748e+01 -2.98288725e+01 
 1.60961156e+05 -4.41345893e+01 -2.70316581e+01 -2.77770244e+01 -3.03040319e+01 -2.99112977e+01 -2.98097799e+01 
 1.61161355e+05 -4.41453854e+01 -2.70237949e+01 -2.77968576e+01 -3.03010680e+01 -2.98947895e+01 -2.97903062e+01 
 1.61361555e+05 -4.41561682e+01 -2.70159353e+01 -2.78165507e+01 -3.02979175e+01 -2.98779491e+01 -2.97704499e+01 
 1.61561754e+05 -4.41669376e+01 -2.70080792e+01 -2.78361047e+01 -3.02945810e+01 -2.98607759e+01 -2.97502093e+01 
 1.61761953e+05 -4.41776936e+01 -2.70002266e+01 -2.78555207e+01 -3.02910591e+01 -2.98432688e+01 -2.97295826e+01 
 1.61962152e+05 -4.41884363e+01 -2.69923777e+01 -2.78748000e+01 -3.02873524e+01 -2.98254269e+01 -2.97085681e+01 
 1.62162351e+05 -4.41991658e+01 -2.69845323e+01 -2.78939435e+01 -3.02834613e+01 -2.98072493e+01 -2.96871640e+01 
 1.62362551e+05 -4.42098820e+01 -2.69766906e+01 -2.79129524e+01 -3.02793865e+01 -2.97887351e+01 -2.96653684e+01 
 1.62562750e+05 -4.42205851e+01 -2.69688524e+01 -2.79318278e+01 -3.02751285e+01 -2.97698832e+01 -2.96431795e+01 
 1.62762949e+05 -4.42312749e+01 -2.69610179e+01 -2.79505706e+01 -3.02706879e+01 -2.97506926e+01 -2.96205953e+01 
 1.62963148e+05 -4.42419516e+01 -2.69531870e+01 -2.79691820e+01 -3.02660651e+01 -2.97311622e+01 -2.95976139e+01 
 1.63163347e+05 -4.42526153e+01 -2.69453597e+01 -2.79876630e+01 -3.02612607e+01 -2.97112910e+01 -2.95742332e+01 
 1.63363547e+05 -4.42632658e+01 -2.69375360e+01 -2.80060146e+01 -3.02562752e+01 -2.96910779e+01 -2.95504511e+01 
 1.63563746e+05 -4.42739033e+01 -2.69297160e+01 -2.80242379e+01 -3.02511091e+01 -2.96705217e+01 -2.95262656e+01 
 1.63763945e+05 -4.42845278e+01 -2.69218997e+01 -2.80423338e+01 -3.02457630e+01 -2.96496212e+01 -2.95016745e+01 
 1.63964144e+05 -4.42951393e+01 -2.69140871e+01 -2.80603033e+01 -3.02402372e+01 -2.96283753e+01 -2.94766756e+01 
 1.64164343e+05 -4.43057378e+01 -2.69062781e+01 -2.80781474e+01 -3.02345323e+01 -2.96067826e+01 -2.94512665e+01 
 1.64364543e+05 -4.43163235e+01 -2.68984728e+01 -2.80958671e+01 -3.02286488e+01 -2.95848421e+01 -2.94254451e+01 
 1.64564742e+05 -4.43268962e+01 -2.68906713e+01 -2.81134634e+01 -3.02225871e+01 -2.95625523e+01 -2.93992088e+01 
 1.64764941e+05 -4.43374561e+01 -2.68828734e+01 -2.81309372e+01 -3.02163477e+01 -2.95399119e+01 -2.93725554e+01 
 1.64965140e+05 -4.43480032e+01 -2.68750792e+01 -2.81482894e+01 -3.02099311e+01 -2.95169196e+01 -2.93454823e+01 
 1.65165339e+05 -4.43585375e+01 -2.68672888e+01 -2.81655211e+01 -3.02033377e+01 -2.94935740e+01 -2.93179871e+01 
 1.65365539e+05 -4.43690590e+01 -2.68595021e+01 -2.81826330e+01 -3.01965679e+01 -2.94698736e+01 -2.92900670e+01 
 1.65565738e+05 -4.43795678e+01 -2.68517191e+01 -2.81996261e+01 -3.01896222e+01 -2.94458171e+01 -2.92617196e+01 
 1.65765937e+05 -4.43900639e+01 -2.68439399e+01 -2.82165014e+01 -3.01825010e+01 -2.94214030e+01 -2.92329420e+01 
 1.65966136e+05 -4.44005473e+01 -2.68361645e+01 -2.82332597e+01 -3.01752048e+01 -2.93966296e+01 -2.92037316e+01 
 1.66166335e+05 -4.44110181e+01 -2.68283928e+01 -2.82499018e+01 -3.01677338e+01 -2.93714955e+01 -2.91740855e+01 
 1.66366535e+05 -4.44214763e+01 -2.68206249e+01 -2.82664288e+01 -3.01600886e+01 -2.93459990e+01 -2.91440009e+01 
 1.66566734e+05 -4.44319219e+01 -2.68128608e+01 -2.82828414e+01 -3.01522696e+01 -2.93201386e+01 -2.91134747e+01 
 1.66766933e+05 -4.44423550e+01 -2.68051004e+01 -2.82991405e+01 -3.01442771e+01 -2.92939125e+01 -2.90825041e+01 
 1.66967132e+05 -4.44527755e+01 -2.67973439e+01 -2.83153270e+01 -3.01361116e+01 -2.92673191e+01 -2.90510858e+01 
 1.67167331e+05 -4.44631836e+01 -2.67895911e+01 -2.83314016e+01 -3.01277733e+01 -2.92403566e+01 -2.90192169e+01 
 1.67367531e+05 -4.44735792e+01 -2.67818422e+01 -2.83473653e+01 -3.01192627e+01 -2.92130233e+01 -2.89868940e+01 
 1.67567730e+05 -4.44839624e+01 -2.67740971e+01 -2.83632188e+01 -3.01105802e+01 -2.91853173e+01 -2.89541140e+01 
 1.67767929e+05 -4.44943332e+01 -2.67663558e+01 -2.83789630e+01 -3.01017261e+01 -2.91572367e+01 -2.89208734e+01 
 1.67968128e+05 -4.45046916e+01 -2.67586183e+01 -2.83945987e+01 -3.00927007e+01 -2.91287797e+01 -2.88871689e+01 
 1.68168327e+05 -4.45150377e+01 -2.67508847e+01 -2.84101267e+01 -3.00835045e+01 -2.90999444e+01 -2.88529969e+01 
 1.68368527e+05 -4.45253714e+01 -2.67431549e+01 -2.84255477e+01 -3.00741377e+01 -2.90707287e+01 -2.88183539e+01 
 1.68568726e+05 -4.45356929e+01 -2.67354290e+01 -2.84408625e+01 -3.00646007e+01 -2.90411306e+01 -2.87832362e+01 
 1.68768925e+05 -4.45460022e+01 -2.67277069e+01 -2.84560720e+01 -3.00548938e+01 -2.90111480e+01 -2.87476401e+01 
 1.68969124e+05 -4.45562992e+01 -2.67199887e+01 -2.84711769e+01 -3.00450173e+01 -2.89807789e+01 -2.87115618e+01 
 1.69169323e+05 -4.45665840e+01 -2.67122744e+01 -2.84861779e+01 -3.00349716e+01 -2.89500211e+01 -2.86749974e+01 
 1.69369523e+05 -4.45768567e+01 -2.67045640e+01 -2.85010759e+01 -3.00247569e+01 -2.89188723e+01 -2.86379430e+01 
 1.69569722e+05 -4.45871172e+01 -2.66968574e+01 -2.85158715e+01 -3.00143735e+01 -2.88873304e+01 -2.86003943e+01 
 1.69769921e+05 -4.45973656e+01 -2.66891548e+01 -2.85305655e+01 -3.00038219e+01 -2.88553929e+01 -2.85623474e+01 
 1.69970120e+05 -4.46076020e+01 -2.66814560e+01 -2.85451586e+01 -2.99931021e+01 -2.88230577e+01 -2.85237979e+01 
 1.70170319e+05 -4.46178262e+01 -2.66737612e+01 -2.85596515e+01 -2.99822146e+01 -2.87903222e+01 -2.84847416e+01 
 1.70370519e+05 -4.46280385e+01 -2.66660702e+01 -2.85740450e+01 -2.99711595e+01 -2.87571840e+01 -2.84451739e+01 
 1.70570718e+05 -4.46382388e+01 -2.66583832e+01 -2.85883399e+01 -2.99599373e+01 -2.87236407e+01 -2.84050903e+01 
 1.70770917e+05 -4.46484271e+01 -2.66507001e+01 -2.86025366e+01 -2.99485480e+01 -2.86896896e+01 -2.83644862e+01 
 1.70971116e+05 -4.46586035e+01 -2.66430209e+01 -2.86166361e+01 -2.99369921e+01 -2.86553282e+01 -2.83233569e+01 
 1.71171315e+05 -4.46687680e+01 -2.66353457e+01 -2.86306389e+01 -2.99252696e+01 -2.86205538e+01 -2.82816975e+01 
 1.71371515e+05 -4.46789206e+01 -2.66276744e+01 -2.86445458e+01 -2.99133810e+01 -2.85853636e+01 -2.82395030e+01 
 1.71571714e+05 -4.46890613e+01 -2.66200071e+01 -2.86583574e+01 -2.99013263e+01 -2.85497550e+01 -2.81967684e+01 
 1.71771913e+05 -4.46991902e+01 -2.66123437e+01 -2.86720744e+01 -2.98891059e+01 -2.85137250e+01 -2.81534885e+01 
 1.71972112e+05 -4.47093073e+01 -2.66046842e+01 -2.86856975e+01 -2.98767200e+01 -2.84772708e+01 -2.81096580e+01 
 1.72172311e+05 -4.47194127e+01 -2.65970288e+01 -2.86992273e+01 -2.98641688e+01 -2.84403895e+01 -2.80652715e+01 
 1.72372511e+05 -4.47295063e+01 -2.65893773e+01 -2.87126645e+01 -2.98514525e+01 -2.84030779e+01 -2.80203234e+01 
 1.72572710e+05 -4.47395882e+01 -2.65817298e+01 -2.87260097e+01 -2.98385712e+01 -2.83653330e+01 -2.79748080e+01 
 1.72772909e+05 -4.47496584e+01 -2.65740862e+01 -2.87392636e+01 -2.98255253e+01 -2.83271517e+01 -2.79287195e+01 
 1.72973108e+05 -4.47597169e+01 -2.65664466e+01 -2.87524267e+01 -2.98123149e+01 -2.82885307e+01 -2.78820521e+01 
 1.73173307e+05 -4.47697638e+01 -2.65588111e+01 -2.87654998e+01 -2.97989402e+01 -2.82494668e+01 -2.78347995e+01 
 1.73373507e+05 -4.47797991e+01 -2.65511795e+01 -2.87784835e+01 -2.97854014e+01 -2.82099567e+01 -2.77869557e+01 
 1.73573706e+05 -4.47898229e+01 -2.65435519e+01 -2.87913783e+01 -2.97716986e+01 -2.81699968e+01 -2.77385141e+01 
 1.73773905e+05 -4.47998350e+01 -2.65359284e+01 -2.88041849e+01 -2.97578320e+01 -2.81295837e+01 -2.76894684e+01 
 1.73974104e+05 -4.48098357e+01 -2.65283088e+01 -2.88169039e+01 -2.97438018e+01 -2.80887138e+01 -2.76398118e+01 
 1.74174303e+05 -4.48198248e+01 -2.65206933e+01 -2.88295358e+01 -2.97296081e+01 -2.80473835e+01 -2.75895374e+01 
 1.74374503e+05 -4.48298025e+01 -2.65130817e+01 -2.88420814e+01 -2.97152511e+01 -2.80055891e+01 -2.75386384e+01 
 1.74574702e+05 -4.48397687e+01 -2.65054742e+01 -2.88545411e+01 -2.97007310e+01 -2.79633267e+01 -2.74871075e+01 
 1.74774901e+05 -4.48497235e+01 -2.64978708e+01 -2.88669156e+01 -2.96860478e+01 -2.79205924e+01 -2.74349373e+01 
 1.74975100e+05 -4.48596669e+01 -2.64902713e+01 -2.88792054e+01 -2.96712017e+01 -2.78773824e+01 -2.73821205e+01 
 1.75175299e+05 -4.48695989e+01 -2.64826759e+01 -2.88914111e+01 -2.96561929e+01 -2.78336924e+01 -2.73286491e+01 
 1.75375498e+05 -4.48795196e+01 -2.64750846e+01 -2.89035332e+01 -2.96410214e+01 -2.77895184e+01 -2.72745154e+01 
 1.75575698e+05 -4.48894289e+01 -2.64674973e+01 -2.89155725e+01 -2.96256873e+01 -2.77448562e+01 -2.72197113e+01 
 1.75775897e+05 -4.48993270e+01 -2.64599140e+01 -2.89275293e+01 -2.96101908e+01 -2.76997014e+01 -2.71642284e+01 
 1.75976096e+05 -4.49092138e+01 -2.64523348e+01 -2.89394043e+01 -2.95945320e+01 -2.76540495e+01 -2.71080583e+01 
 1.76176295e+05 -4.49190894e+01 -2.64447596e+01 -2.89511980e+01 -2.95787109e+01 -2.76078961e+01 -2.70511922e+01 
 1.76376494e+05 -4.49289537e+01 -2.64371885e+01 -2.89629109e+01 -2.95627276e+01 -2.75612366e+01 -2.69936212e+01 
 1.76576694e+05 -4.49388069e+01 -2.64296215e+01 -2.89745436e+01 -2.95465823e+01 -2.75140661e+01 -2.69353361e+01 
 1.76776893e+05 -4.49486489e+01 -2.64220586e+01 -2.89860966e+01 -2.95302750e+01 -2.74663800e+01 -2.68763275e+01 
 1.76977092e+05 -4.49584798e+01 -2.64144997e+01 -2.89975705e+01 -2.95138057e+01 -2.74181732e+01 -2.68165858e+01 
 1.77177291e+05 -4.49682995e+01 -2.64069449e+01 -2.90089657e+01 -2.94971746e+01 -2.73694407e+01 -2.67561010e+01 
 1.77377490e+05 -4.49781082e+01 -2.63993942e+01 -2.90202829e+01 -2.94803817e+01 -2.73201773e+01 -2.66948629e+01 
 1.77577690e+05 -4.49879058e+01 -2.63918476e+01 -2.90315224e+01 -2.94634270e+01 -2.72703777e+01 -2.66328613e+01 
 1.77777889e+05 -4.49976923e+01 -2.63843050e+01 -2.90426849e+01 -2.94463106e+01 -2.72200367e+01 -2.65700852e+01 
 1.77978088e+05 -4.50074678e+01 -2.63767666e+01 -2.90537708e+01 -2.94290324e+01 -2.71691485e+01 -2.65065238e+01 
 1.78178287e+05 -4.50172324e+01 -2.63692323e+01 -2.90647807e+01 -2.94115927e+01 -2.71177077e+01 -2.64421656e+01 
 1.78378486e+05 -4.50269860e+01 -2.63617020e+01 -2.90757150e+01 -2.93939913e+01 -2.70657083e+01 -2.63769992e+01 
 1.78578686e+05 -4.50367286e+01 -2.63541759e+01 -2.90865742e+01 -2.93762282e+01 -2.70131446e+01 -2.63110125e+01 
 1.78778885e+05 -4.50464604e+01 -2.63466538e+01 -2.90973588e+01 -2.93583036e+01 -2.69600104e+01 -2.62441933e+01 
 1.78979084e+05 -4.50561812e+01 -2.63391359e+01 -2.91080693e+01 -2.93402174e+01 -2.69062995e+01 -2.61765289e+01 
 1.79179283e+05 -4.50658912e+01 -2.63316221e+01 -2.91187062e+01 -2.93219695e+01 -2.68520057e+01 -2.61080065e+01 
 1.79379482e+05 -4.50755903e+01 -2.63241124e+01 -2.91292700e+01 -2.93035601e+01 -2.67971223e+01 -2.60386127e+01 
 1.79579682e+05 -4.50852786e+01 -2.63166068e+01 -2.91397611e+01 -2.92849890e+01 -2.67416429e+01 -2.59683337e+01 
 1.79779881e+05 -4.50949561e+01 -2.63091054e+01 -2.91501800e+01 -2.92662562e+01 -2.66855606e+01 -2.58971554e+01 
 1.79980080e+05 -4.51046229e+01 -2.63016080e+01 -2.91605272e+01 -2.92473618e+01 -2.66288684e+01 -2.58250634e+01 
 1.80180279e+05 -4.51142789e+01 -2.62941148e+01 -2.91708031e+01 -2.92283057e+01 -2.65715591e+01 -2.57520427e+01 
 1.80380478e+05 -4.51239242e+01 -2.62866258e+01 -2.91810082e+01 -2.92090878e+01 -2.65136256e+01 -2.56780778e+01 
 1.80580678e+05 -4.51335587e+01 -2.62791408e+01 -2.91911430e+01 -2.91897081e+01 -2.64550603e+01 -2.56031529e+01 
 1.80780877e+05 -4.51431827e+01 -2.62716601e+01 -2.92012078e+01 -2.91701665e+01 -2.63958555e+01 -2.55272516e+01 
 1.80981076e+05 -4.51527959e+01 -2.62641834e+01 -2.92112033e+01 -2.91504630e+01 -2.63360035e+01 -2.54503572e+01 
 1.81181275e+05 -4.51623985e+01 -2.62567109e+01 -2.92211296e+01 -2.91305975e+01 -2.62754960e+01 -2.53724523e+01 
 1.81381474e+05 -4.51719906e+01 -2.62492425e+01 -2.92309875e+01 -2.91105699e+01 -2.62143250e+01 -2.52935189e+01 
 1.81581674e+05 -4.51815720e+01 -2.62417783e+01 -2.92407771e+01 -2.90903801e+01 -2.61524819e+01 -2.52135386e+01 
 1.81781873e+05 -4.51911429e+01 -2.62343182e+01 -2.92504991e+01 -2.90700282e+01 -2.60899580e+01 -2.51324924e+01 
 1.81982072e+05 -4.52007032e+01 -2.62268623e+01 -2.92601538e+01 -2.90495138e+01 -2.60267445e+01 -2.50503607e+01 
 1.82182271e+05 -4.52102531e+01 -2.62194106e+01 -2.92697417e+01 -2.90288370e+01 -2.59628322e+01 -2.49671231e+01 
 1.82382470e+05 -4.52197924e+01 -2.62119630e+01 -2.92792631e+01 -2.90079977e+01 -2.58982119e+01 -2.48827586e+01 
 1.82582670e+05 -4.52293213e+01 -2.62045195e+01 -2.92887185e+01 -2.89869956e+01 -2.58328738e+01 -2.47972457e+01 
 1.82782869e+05 -4.52388398e+01 -2.61970803e+01 -2.92981083e+01 -2.89658308e+01 -2.57668081e+01 -2.47105621e+01 
 1.82983068e+05 -4.52483478e+01 -2.61896451e+01 -2.93074329e+01 -2.89445030e+01 -2.57000047e+01 -2.46226845e+01 
 1.83183267e+05 -4.52578454e+01 -2.61822142e+01 -2.93166928e+01 -2.89230121e+01 -2.56324532e+01 -2.45335890e+01 
 1.83383466e+05 -4.52673327e+01 -2.61747874e+01 -2.93258883e+01 -2.89013580e+01 -2.55641430e+01 -2.44432511e+01 
 1.83583666e+05 -4.52768096e+01 -2.61673648e+01 -2.93350198e+01 -2.88795405e+01 -2.54950631e+01 -2.43516451e+01 
 1.83783865e+05 -4.52862762e+01 -2.61599464e+01 -2.93440877e+01 -2.88575595e+01 -2.54252023e+01 -2.42587445e+01 
 1.83984064e+05 -4.52957325e+01 -2.61525321e+01 -2.93530925e+01 -2.88354147e+01 -2.53545490e+01 -2.41645219e+01 
 1.84184263e+05 -4.53051784e+01 -2.61451220e+01 -2.93620345e+01 -2.88131061e+01 -2.52830913e+01 -2.40689489e+01 
 1.84384462e+05 -4.53146142e+01 -2.61377161e+01 -2.93709141e+01 -2.87906333e+01 -2.52108170e+01 -2.39719962e+01 
 1.84584662e+05 -4.53240397e+01 -2.61303144e+01 -2.93797317e+01 -2.87679963e+01 -2.51377136e+01 -2.38736331e+01 
 1.84784861e+05 -4.53334549e+01 -2.61229169e+01 -2.93884876e+01 -2.87451949e+01 -2.50637682e+01 -2.37738281e+01 
 1.84985060e+05 -4.53428600e+01 -2.61155235e+01 -2.93971823e+01 -2.87222287e+01 -2.49889675e+01 -2.36725483e+01 
 1.85185259e+05 -4.53522549e+01 -2.61081344e+01 -2.94058162e+01 -2.86990977e+01 -2.49132978e+01 -2.35697597e+01 
 1.85385458e+05 -4.53616397e+01 -2.61007494e+01 -2.94143896e+01 -2.86758015e+01 -2.48367452e+01 -2.34654268e+01 
 1.85585658e+05 -4.53710143e+01 -2.60933686e+01 -2.94229028e+01 -2.86523400e+01 -2.47592951e+01 -2.33595128e+01 
 1.85785857e+05 -4.53803788e+01 -2.60859920e+01 -2.94313563e+01 -2.86287129e+01 -2.46809327e+01 -2.32519797e+01 
 1.85986056e+05 -4.53897333e+01 -2.60786196e+01 -2.94397504e+01 -2.86049199e+01 -2.46016426e+01 -2.31427875e+01 
 1.86186255e+05 -4.53990776e+01 -2.60712514e+01 -2.94480854e+01 -2.85809609e+01 -2.45214090e+01 -2.30318950e+01 
 1.86386454e+05 -4.54084120e+01 -2.60638874e+01 -2.94563619e+01 -2.85568355e+01 -2.44402157e+01 -2.29192591e+01 
 1.86586654e+05 -4.54177363e+01 -2.60565276e+01 -2.94645800e+01 -2.85325435e+01 -2.43580460e+01 -2.28048349e+01 
 1.86786853e+05 -4.54270506e+01 -2.60491720e+01 -2.94727401e+01 -2.85080846e+01 -2.42748825e+01 -2.26885758e+01 
 1.86987052e+05 -4.54363549e+01 -2.60418206e+01 -2.94808426e+01 -2.84834584e+01 -2.41907075e+01 -2.25704329e+01 
 1.87187251e+05 -4.54456493e+01 -2.60344733e+01 -2.94888879e+01 -2.84586648e+01 -2.41055025e+01 -2.24503555e+01 
 1.87387450e+05 -4.54549337e+01 -2.60271303e+01 -2.94968763e+01 -2.84337034e+01 -2.40192486e+01 -2.23282904e+01 
 1.87587650e+05 -4.54642083e+01 -2.60197915e+01 -2.95048081e+01 -2.84085739e+01 -2.39319262e+01 -2.22041822e+01 
 1.87787849e+05 -4.54734729e+01 -2.60124569e+01 -2.95126837e+01 -2.83832759e+01 -2.38435152e+01 -2.20779731e+01 
 1.87988048e+05 -4.54827277e+01 -2.60051265e+01 -2.95205034e+01 -2.83578092e+01 -2.37539947e+01 -2.19496023e+01 
 1.88188247e+05 -4.54919726e+01 -2.59978003e+01 -2.95282675e+01 -2.83321734e+01 -2.36633431e+01 -2.18190066e+01 
 1.88388446e+05 -4.55012077e+01 -2.59904784e+01 -2.95359765e+01 -2.83063682e+01 -2.35715382e+01 -2.16861194e+01 
 1.88588646e+05 -4.55104329e+01 -2.59831606e+01 -2.95436305e+01 -2.82803931e+01 -2.34785570e+01 -2.15508712e+01 
 1.88788845e+05 -4.55196484e+01 -2.59758470e+01 -2.95512300e+01 -2.82542478e+01 -2.33843756e+01 -2.14131890e+01 
 1.88989044e+05 -4.55288542e+01 -2.59685377e+01 -2.95587753e+01 -2.82279320e+01 -2.32889696e+01 -2.12729963e+01 
 1.89189243e+05 -4.55380501e+01 -2.59612326e+01 -2.95662666e+01 -2.82014453e+01 -2.31923134e+01 -2.11302125e+01 
 1.89389442e+05 -4.55472364e+01 -2.59539316e+01 -2.95737044e+01 -2.81747872e+01 -2.30943806e+01 -2.09847533e+01 
 1.89589642e+05 -4.55564129e+01 -2.59466349e+01 -2.95810888e+01 -2.81479574e+01 -2.29951440e+01 -2.08365296e+01 
 1.89789841e+05 -4.55655798e+01 -2.59393424e+01 -2.95884204e+01 -2.81209555e+01 -2.28945753e+01 -2.06854478e+01 
 1.89990040e+05 -4.55747370e+01 -2.59320542e+01 -2.95956993e+01 -2.80937810e+01 -2.27926452e+01 -2.05314092e+01 
 1.90190239e+05 -4.55838846e+01 -2.59247701e+01 -2.96029258e+01 -2.80664335e+01 -2.26893234e+01 -2.03743100e+01 
 1.90390438e+05 -4.55930225e+01 -2.59174903e+01 -2.96101004e+01 -2.80389125e+01 -2.25845783e+01 -2.02140401e+01 
 1.90590638e+05 -4.56021508e+01 -2.59102147e+01 -2.96172232e+01 -2.80112177e+01 -2.24783772e+01 -2.00504837e+01 
 1.90790837e+05 -4.56112696e+01 -2.59029433e+01 -2.96242946e+01 -2.79833485e+01 -2.23706863e+01 -1.98835180e+01 
 1.90991036e+05 -4.56203787e+01 -2.58956761e+01 -2.96313149e+01 -2.79553044e+01 -2.22614704e+01 -1.97130131e+01 
 1.91191235e+05 -4.56294784e+01 -2.58884131e+01 -2.96382844e+01 -2.79270851e+01 -2.21506927e+01 -1.95388313e+01 
 1.91391434e+05 -4.56385685e+01 -2.58811544e+01 -2.96452034e+01 -2.78986900e+01 -2.20383153e+01 -1.93608265e+01 
 1.91591634e+05 -4.56476491e+01 -2.58738998e+01 -2.96520722e+01 -2.78701185e+01 -2.19242987e+01 -1.91788437e+01 
 1.91791833e+05 -4.56567203e+01 -2.58666495e+01 -2.96588910e+01 -2.78413702e+01 -2.18086017e+01 -1.89927178e+01 
 1.91992032e+05 -4.56657819e+01 -2.58594035e+01 -2.96656602e+01 -2.78124446e+01 -2.16911814e+01 -1.88022731e+01 
 1.92192231e+05 -4.56748341e+01 -2.58521616e+01 -2.96723801e+01 -2.77833411e+01 -2.15719932e+01 -1.86073226e+01 
 1.92392430e+05 -4.56838769e+01 -2.58449240e+01 -2.96790509e+01 -2.77540592e+01 -2.14509907e+01 -1.84076663e+01 
 1.92592630e+05 -4.56929103e+01 -2.58376906e+01 -2.96856730e+01 -2.77245983e+01 -2.13281254e+01 -1.82030907e+01 
 1.92792829e+05 -4.57019344e+01 -2.58304614e+01 -2.96922465e+01 -2.76949579e+01 -2.12033468e+01 -1.79933671e+01 
 1.92993028e+05 -4.57109490e+01 -2.58232364e+01 -2.96987719e+01 -2.76651373e+01 -2.10766021e+01 -1.77782506e+01 
 1.93193227e+05 -4.57199543e+01 -2.58160157e+01 -2.97052493e+01 -2.76351361e+01 -2.09478361e+01 -1.75574781e+01 
 1.93393426e+05 -4.57289503e+01 -2.58087992e+01 -2.97116791e+01 -2.76049535e+01 -2.08169914e+01 -1.73307668e+01 
 1.93593626e+05 -4.57379369e+01 -2.58015869e+01 -2.97180615e+01 -2.75745889e+01 -2.06840078e+01 -1.70978122e+01 
 1.93793825e+05 -4.57469143e+01 -2.57943788e+01 -2.97243968e+01 -2.75440418e+01 -2.05488222e+01 -1.68582859e+01 
 1.93994024e+05 -4.57558824e+01 -2.57871750e+01 -2.97306853e+01 -2.75133115e+01 -2.04113687e+01 -1.66118328e+01 
 1.94194223e+05 -4.57648413e+01 -2.57799753e+01 -2.97369272e+01 -2.74823974e+01 -2.02715783e+01 -1.63580686e+01 
 1.94394422e+05 -4.57737909e+01 -2.57727799e+01 -2.97431229e+01 -2.74512988e+01 -2.01293785e+01 -1.60965766e+01 
 1.94594622e+05 -4.57827313e+01 -2.57655888e+01 -2.97492724e+01 -2.74200149e+01 -1.99846934e+01 -1.58269038e+01 
 1.94794821e+05 -4.57916626e+01 -2.57584018e+01 -2.97553763e+01 -2.73885452e+01 -1.98374431e+01 -1.55485571e+01 
 1.94995020e+05 -4.58005846e+01 -2.57512191e+01 -2.97614346e+01 -2.73568890e+01 -1.96875440e+01 -1.52609981e+01 
