 frequency       HctmagdB        Hsc1magdB       Hsc2magdB       Hsc3magdB       Hsc4magdB       Hsc5magdB      
 7.74780901e+04 -3.77843015e+01 -3.01593694e+01 -2.73457910e+01 -2.66289360e+01 -2.65900707e+01 -2.65890830e+01 
 7.76782893e+04 -3.78067127e+01 -3.01549991e+01 -2.72989737e+01 -2.65659855e+01 -2.65259660e+01 -2.65249433e+01 
 7.78784885e+04 -3.78290663e+01 -3.01505847e+01 -2.72517064e+01 -2.65022479e+01 -2.64610412e+01 -2.64599821e+01 
 7.80786877e+04 -3.78513624e+01 -3.01461266e+01 -2.72039857e+01 -2.64377119e+01 -2.63952838e+01 -2.63941872e+01 
 7.82788869e+04 -3.78736015e+01 -3.01416253e+01 -2.71558079e+01 -2.63723661e+01 -2.63286813e+01 -2.63275458e+01 
 7.84790861e+04 -3.78957838e+01 -3.01370811e+01 -2.71071694e+01 -2.63061985e+01 -2.62612206e+01 -2.62600449e+01 
 7.86792853e+04 -3.79179096e+01 -3.01324946e+01 -2.70580665e+01 -2.62391969e+01 -2.61928885e+01 -2.61916712e+01 
 7.88794845e+04 -3.79399792e+01 -3.01278660e+01 -2.70084953e+01 -2.61713487e+01 -2.61236711e+01 -2.61224108e+01 
 7.90796837e+04 -3.79619929e+01 -3.01231958e+01 -2.69584520e+01 -2.61026410e+01 -2.60535544e+01 -2.60522496e+01 
 7.92798829e+04 -3.79839509e+01 -3.01184844e+01 -2.69079326e+01 -2.60330606e+01 -2.59825238e+01 -2.59811729e+01 
 7.94800821e+04 -3.80058536e+01 -3.01137323e+01 -2.68569330e+01 -2.59625938e+01 -2.59105644e+01 -2.59091658e+01 
 7.96802813e+04 -3.80277012e+01 -3.01089397e+01 -2.68054490e+01 -2.58912265e+01 -2.58376606e+01 -2.58362127e+01 
 7.98804805e+04 -3.80494939e+01 -3.01041071e+01 -2.67534765e+01 -2.58189443e+01 -2.57637967e+01 -2.57622977e+01 
 8.00806797e+04 -3.80712322e+01 -3.00992349e+01 -2.67010110e+01 -2.57457323e+01 -2.56889563e+01 -2.56874045e+01 
 8.02808789e+04 -3.80929162e+01 -3.00943234e+01 -2.66480481e+01 -2.56715752e+01 -2.56131226e+01 -2.56115160e+01 
 8.04810781e+04 -3.81145462e+01 -3.00893731e+01 -2.65945833e+01 -2.55964571e+01 -2.55362780e+01 -2.55346148e+01 
 8.06812773e+04 -3.81361224e+01 -3.00843843e+01 -2.65406119e+01 -2.55203618e+01 -2.54584048e+01 -2.54566830e+01 
 8.08814765e+04 -3.81576452e+01 -3.00793574e+01 -2.64861292e+01 -2.54432727e+01 -2.53794845e+01 -2.53777019e+01 
 8.10816757e+04 -3.81791149e+01 -3.00742928e+01 -2.64311303e+01 -2.53651722e+01 -2.52994979e+01 -2.52976525e+01 
 8.12818749e+04 -3.82005316e+01 -3.00691908e+01 -2.63756102e+01 -2.52860428e+01 -2.52184254e+01 -2.52165149e+01 
 8.14820741e+04 -3.82218956e+01 -3.00640517e+01 -2.63195639e+01 -2.52058660e+01 -2.51362468e+01 -2.51342689e+01 
 8.16822733e+04 -3.82432072e+01 -3.00588761e+01 -2.62629862e+01 -2.51246229e+01 -2.50529409e+01 -2.50508932e+01 
 8.18824725e+04 -3.82644667e+01 -3.00536642e+01 -2.62058716e+01 -2.50422939e+01 -2.49684863e+01 -2.49663662e+01 
 8.20826717e+04 -3.82856742e+01 -3.00484163e+01 -2.61482149e+01 -2.49588589e+01 -2.48828604e+01 -2.48806654e+01 
 8.22828709e+04 -3.83068301e+01 -3.00431329e+01 -2.60900103e+01 -2.48742970e+01 -2.47960401e+01 -2.47937675e+01 
 8.24830701e+04 -3.83279346e+01 -3.00378142e+01 -2.60312523e+01 -2.47885867e+01 -2.47080016e+01 -2.47056485e+01 
 8.26832693e+04 -3.83489880e+01 -3.00324607e+01 -2.59719349e+01 -2.47017058e+01 -2.46187200e+01 -2.46162836e+01 
 8.28834685e+04 -3.83699905e+01 -3.00270726e+01 -2.59120522e+01 -2.46136313e+01 -2.45281698e+01 -2.45256470e+01 
 8.30836677e+04 -3.83909423e+01 -3.00216504e+01 -2.58515981e+01 -2.45243394e+01 -2.44363244e+01 -2.44337120e+01 
 8.32838669e+04 -3.84118437e+01 -3.00161942e+01 -2.57905663e+01 -2.44338056e+01 -2.43431564e+01 -2.43404512e+01 
 8.34840661e+04 -3.84326949e+01 -3.00107046e+01 -2.57289504e+01 -2.43420045e+01 -2.42486375e+01 -2.42458359e+01 
 8.36842653e+04 -3.84534963e+01 -3.00051818e+01 -2.56667438e+01 -2.42489097e+01 -2.41527380e+01 -2.41498366e+01 
 8.38844645e+04 -3.84742479e+01 -2.99996260e+01 -2.56039397e+01 -2.41544940e+01 -2.40554275e+01 -2.40524225e+01 
 8.40846637e+04 -3.84949500e+01 -2.99940378e+01 -2.55405314e+01 -2.40587291e+01 -2.39566743e+01 -2.39535618e+01 
 8.42848629e+04 -3.85156030e+01 -2.99884173e+01 -2.54765117e+01 -2.39615859e+01 -2.38564455e+01 -2.38532214e+01 
 8.44850621e+04 -3.85362070e+01 -2.99827650e+01 -2.54118734e+01 -2.38630340e+01 -2.37547069e+01 -2.37513672e+01 
 8.46852613e+04 -3.85567622e+01 -2.99770810e+01 -2.53466090e+01 -2.37630420e+01 -2.36514233e+01 -2.36479633e+01 
 8.48854605e+04 -3.85772689e+01 -2.99713658e+01 -2.52807111e+01 -2.36615773e+01 -2.35465576e+01 -2.35429729e+01 
 8.50856597e+04 -3.85977273e+01 -2.99656196e+01 -2.52141717e+01 -2.35586060e+01 -2.34400717e+01 -2.34363575e+01 
 8.52858589e+04 -3.86181376e+01 -2.99598428e+01 -2.51469829e+01 -2.34540929e+01 -2.33319258e+01 -2.33280770e+01 
 8.54860581e+04 -3.86385001e+01 -2.99540356e+01 -2.50791365e+01 -2.33480016e+01 -2.32220783e+01 -2.32180897e+01 
 8.56862573e+04 -3.86588149e+01 -2.99481984e+01 -2.50106241e+01 -2.32402942e+01 -2.31104863e+01 -2.31063524e+01 
 8.58864565e+04 -3.86790824e+01 -2.99423314e+01 -2.49414370e+01 -2.31309310e+01 -2.29971048e+01 -2.29928199e+01 
 8.60866557e+04 -3.86993027e+01 -2.99364351e+01 -2.48715665e+01 -2.30198711e+01 -2.28818870e+01 -2.28774450e+01 
 8.62868549e+04 -3.87194761e+01 -2.99305095e+01 -2.48010035e+01 -2.29070717e+01 -2.27647841e+01 -2.27601788e+01 
 8.64870541e+04 -3.87396027e+01 -2.99245551e+01 -2.47297386e+01 -2.27924883e+01 -2.26457451e+01 -2.26409700e+01 
 8.66872533e+04 -3.87596827e+01 -2.99185722e+01 -2.46577623e+01 -2.26760745e+01 -2.25247170e+01 -2.25197650e+01 
 8.68874525e+04 -3.87797165e+01 -2.99125609e+01 -2.45850648e+01 -2.25577820e+01 -2.24016441e+01 -2.23965082e+01 
 8.70876517e+04 -3.87997042e+01 -2.99065217e+01 -2.45116360e+01 -2.24375602e+01 -2.22764685e+01 -2.22711410e+01 
 8.72878509e+04 -3.88196460e+01 -2.99004548e+01 -2.44374656e+01 -2.23153567e+01 -2.21491295e+01 -2.21436024e+01 
 8.74880501e+04 -3.88395421e+01 -2.98943604e+01 -2.43625430e+01 -2.21911162e+01 -2.20195636e+01 -2.20138285e+01 
 8.76882492e+04 -3.88593928e+01 -2.98882389e+01 -2.42868571e+01 -2.20647815e+01 -2.18877042e+01 -2.18817524e+01 
 8.78884484e+04 -3.88791982e+01 -2.98820905e+01 -2.42103969e+01 -2.19362923e+01 -2.17534816e+01 -2.17473038e+01 
 8.80886476e+04 -3.88989585e+01 -2.98759156e+01 -2.41331508e+01 -2.18055858e+01 -2.16168228e+01 -2.16104092e+01 
 8.82888468e+04 -3.89186740e+01 -2.98697142e+01 -2.40551070e+01 -2.16725962e+01 -2.14776509e+01 -2.14709914e+01 
 8.84890460e+04 -3.89383449e+01 -2.98634869e+01 -2.39762532e+01 -2.15372544e+01 -2.13358855e+01 -2.13289692e+01 
 8.86892452e+04 -3.89579713e+01 -2.98572337e+01 -2.38965770e+01 -2.13994882e+01 -2.11914418e+01 -2.11842573e+01 
 8.88894444e+04 -3.89775534e+01 -2.98509550e+01 -2.38160655e+01 -2.12592216e+01 -2.10442307e+01 -2.10367659e+01 
 8.90896436e+04 -3.89970916e+01 -2.98446510e+01 -2.37347053e+01 -2.11163749e+01 -2.08941583e+01 -2.08864007e+01 
 8.92898428e+04 -3.90165859e+01 -2.98383220e+01 -2.36524830e+01 -2.09708644e+01 -2.07411260e+01 -2.07330619e+01 
 8.94900420e+04 -3.90360365e+01 -2.98319682e+01 -2.35693843e+01 -2.08226019e+01 -2.05850293e+01 -2.05766447e+01 
 8.96902412e+04 -3.90554437e+01 -2.98255900e+01 -2.34853950e+01 -2.06714947e+01 -2.04257582e+01 -2.04170379e+01 
 8.98904404e+04 -3.90748076e+01 -2.98191874e+01 -2.34005001e+01 -2.05174452e+01 -2.02631965e+01 -2.02541246e+01 
 9.00906396e+04 -3.90941285e+01 -2.98127609e+01 -2.33146842e+01 -2.03603504e+01 -2.00972210e+01 -2.00877806e+01 
 9.02908388e+04 -3.91134064e+01 -2.98063107e+01 -2.32279317e+01 -2.02001014e+01 -1.99277016e+01 -1.99178747e+01 
 9.04910380e+04 -3.91326417e+01 -2.97998369e+01 -2.31402261e+01 -2.00365836e+01 -1.97545002e+01 -1.97442676e+01 
 9.06912372e+04 -3.91518345e+01 -2.97933399e+01 -2.30515508e+01 -1.98696754e+01 -1.95774703e+01 -1.95668118e+01 
 9.08914364e+04 -3.91709850e+01 -2.97868198e+01 -2.29618885e+01 -1.96992484e+01 -1.93964564e+01 -1.93853502e+01 
 9.10916356e+04 -3.91900934e+01 -2.97802770e+01 -2.28712213e+01 -1.95251663e+01 -1.92112929e+01 -1.91997159e+01 
 9.12918348e+04 -3.92091598e+01 -2.97737116e+01 -2.27795307e+01 -1.93472847e+01 -1.90218037e+01 -1.90097312e+01 
 9.14920340e+04 -3.92281844e+01 -2.97671239e+01 -2.26867979e+01 -1.91654503e+01 -1.88278008e+01 -1.88152064e+01 
 9.16922332e+04 -3.92471675e+01 -2.97605141e+01 -2.25930033e+01 -1.89794999e+01 -1.86290838e+01 -1.86159392e+01 
 9.18924324e+04 -3.92661092e+01 -2.97538825e+01 -2.24981265e+01 -1.87892600e+01 -1.84254382e+01 -1.84117132e+01 
 9.20926316e+04 -3.92850097e+01 -2.97472293e+01 -2.24021468e+01 -1.85945456e+01 -1.82166345e+01 -1.82022965e+01 
 9.22928308e+04 -3.93038692e+01 -2.97405546e+01 -2.23050424e+01 -1.83951594e+01 -1.80024267e+01 -1.79874407e+01 
 9.24930300e+04 -3.93226878e+01 -2.97338588e+01 -2.22067911e+01 -1.81908905e+01 -1.77825506e+01 -1.77668788e+01 
 9.26932292e+04 -3.93414657e+01 -2.97271421e+01 -2.21073699e+01 -1.79815132e+01 -1.75567221e+01 -1.75403239e+01 
 9.28934284e+04 -3.93602031e+01 -2.97204047e+01 -2.20067548e+01 -1.77667858e+01 -1.73246350e+01 -1.73074666e+01 
 9.30936276e+04 -3.93789002e+01 -2.97136467e+01 -2.19049212e+01 -1.75464488e+01 -1.70859592e+01 -1.70679729e+01 
 9.32938268e+04 -3.93975571e+01 -2.97068685e+01 -2.18018436e+01 -1.73202234e+01 -1.68403376e+01 -1.68214819e+01 
 9.34940260e+04 -3.94161740e+01 -2.97000702e+01 -2.16974955e+01 -1.70878095e+01 -1.65873837e+01 -1.65676026e+01 
 9.36942252e+04 -3.94347512e+01 -2.96932521e+01 -2.15918496e+01 -1.68488832e+01 -1.63266778e+01 -1.63059103e+01 
 9.38944244e+04 -3.94532887e+01 -2.96864143e+01 -2.14848774e+01 -1.66030951e+01 -1.60577639e+01 -1.60359434e+01 
 9.40946236e+04 -3.94717867e+01 -2.96795571e+01 -2.13765496e+01 -1.63500668e+01 -1.57801450e+01 -1.57571988e+01 
 9.42948228e+04 -3.94902454e+01 -2.96726807e+01 -2.12668358e+01 -1.60893882e+01 -1.54932785e+01 -1.54691269e+01 
 9.44950220e+04 -3.95086650e+01 -2.96657852e+01 -2.11557042e+01 -1.58206138e+01 -1.51965707e+01 -1.51711261e+01 
 9.46952212e+04 -3.95270455e+01 -2.96588710e+01 -2.10431222e+01 -1.55432587e+01 -1.48893702e+01 -1.48625363e+01 
 9.48954204e+04 -3.95453873e+01 -2.96519381e+01 -2.09290557e+01 -1.52567941e+01 -1.45709612e+01 -1.45426316e+01 
 9.50956196e+04 -3.95636905e+01 -2.96449868e+01 -2.08134693e+01 -1.49606422e+01 -1.42405547e+01 -1.42106116e+01 
 9.52958188e+04 -3.95819551e+01 -2.96380174e+01 -2.06963264e+01 -1.46541699e+01 -1.38972791e+01 -1.38655919e+01 
 9.54960180e+04 -3.96001815e+01 -2.96310299e+01 -2.05775887e+01 -1.43366822e+01 -1.35401691e+01 -1.35065925e+01 
 9.56962172e+04 -3.96183696e+01 -2.96240246e+01 -2.04572166e+01 -1.40074148e+01 -1.31681534e+01 -1.31325252e+01 
 9.58964164e+04 -3.96365198e+01 -2.96170017e+01 -2.03351687e+01 -1.36655244e+01 -1.27800397e+01 -1.27421786e+01 
 9.60966156e+04 -3.96546321e+01 -2.96099613e+01 -2.02114022e+01 -1.33100795e+01 -1.23744987e+01 -1.23342013e+01 
 9.62968148e+04 -3.96727068e+01 -2.96029038e+01 -2.00858723e+01 -1.29400480e+01 -1.19500452e+01 -1.19070831e+01 
 9.64970140e+04 -3.96907439e+01 -2.95958292e+01 -1.99585323e+01 -1.25542845e+01 -1.15050177e+01 -1.14591337e+01 
 9.66972132e+04 -3.97087436e+01 -2.95887377e+01 -1.98293336e+01 -1.21515156e+01 -1.10375563e+01 -1.09884605e+01 
 9.68974124e+04 -3.97267061e+01 -2.95816296e+01 -1.96982256e+01 -1.17303230e+01 -1.05455795e+01 -1.04929451e+01 
 9.70976116e+04 -3.97446316e+01 -2.95745050e+01 -1.95651554e+01 -1.12891260e+01 -1.00267633e+01 -9.97022276e+00 
 9.72978108e+04 -3.97625201e+01 -2.95673641e+01 -1.94300677e+01 -1.08261627e+01 -9.47852639e+00 -9.41766785e+00 
 9.74980100e+04 -3.97803719e+01 -2.95602070e+01 -1.92929049e+01 -1.03394715e+01 -8.89802863e+00 -8.83239514e+00 
 9.76982092e+04 -3.97981870e+01 -2.95530340e+01 -1.91536067e+01 -9.82687531e+00 -8.28220037e+00 -8.21129345e+00 
 9.78984084e+04 -3.98159657e+01 -2.95458453e+01 -1.90121099e+01 -9.28597363e+00 -7.62782903e+00 -7.55112215e+00 
 9.80986076e+04 -3.98337081e+01 -2.95386410e+01 -1.88683486e+01 -8.71415002e+00 -6.93175563e+00 -6.84872661e+00 
 9.82988068e+04 -3.98514144e+01 -2.95314213e+01 -1.87222536e+01 -8.10861059e+00 -6.19127536e+00 -6.10147489e+00 
 9.84990060e+04 -3.98690846e+01 -2.95241863e+01 -1.85737525e+01 -7.46648083e+00 -5.40491200e+00 -5.30809949e+00 
 9.86992052e+04 -3.98867189e+01 -2.95169363e+01 -1.84227693e+01 -6.78500910e+00 -4.57386403e+00 -4.47026567e+00 
 9.88994044e+04 -3.99043175e+01 -2.95096713e+01 -1.82692243e+01 -6.06196354e+00 -3.70461338e+00 -3.59539072e+00 
 9.90996036e+04 -3.99218805e+01 -2.95023917e+01 -1.81130338e+01 -5.29637349e+00 -2.81339152e+00 -2.70143478e+00 
 9.92998028e+04 -3.99394081e+01 -2.94950975e+01 -1.79541098e+01 -4.48987344e+00 -1.93309126e+00 -1.82418662e+00 
 9.95000020e+04 -3.99569004e+01 -2.94877889e+01 -1.77923598e+01 -3.64905885e+00 -1.12176051e+00 -1.02579838e+00 
 9.97002012e+04 -3.99743576e+01 -2.94804661e+01 -1.76276864e+01 -2.78940544e+00 -4.67104375e-01 -3.98020391e-01 
 9.99004004e+04 -3.99917797e+01 -2.94731293e+01 -1.74599872e+01 -1.94116475e+00 -7.39651256e-02 -4.62141735e-02 
 1.00100600e+05 -4.00091670e+01 -2.94657785e+01 -1.72891539e+01 -1.15643201e+00 -2.42641918e-02 -4.57831681e-02 
 1.00300799e+05 -4.00265195e+01 -2.94584140e+01 -1.71150725e+01 -5.12909497e-01 -3.29498834e-01 -3.96826466e-01 
 1.00500998e+05 -4.00438374e+01 -2.94510360e+01 -1.69376227e+01 -1.04197541e-01 -9.23048646e-01 -1.02407212e+00 
 1.00701197e+05 -4.00611209e+01 -2.94436445e+01 -1.67566771e+01 -7.77507423e-03 -1.70129147e+00 -1.82216850e+00 
 1.00901396e+05 -4.00783701e+01 -2.94362397e+01 -1.65721011e+01 -2.44021591e-01 -2.56951871e+00 -2.69930460e+00 
 1.01101596e+05 -4.00955851e+01 -2.94288219e+01 -1.63837523e+01 -7.63470072e-01 -3.46163438e+00 -3.59325909e+00 
 1.01301795e+05 -4.01127660e+01 -2.94213911e+01 -1.61914796e+01 -1.47636200e+00 -4.33873254e+00 -4.46819170e+00 
 1.01501994e+05 -4.01299130e+01 -2.94139475e+01 -1.59951229e+01 -2.29348477e+00 -5.18083649e+00 -5.30611033e+00 
 1.01702193e+05 -4.01470262e+01 -2.94064912e+01 -1.57945119e+01 -3.14822990e+00 -5.97934928e+00 -6.09957968e+00 
 1.01902392e+05 -4.01641058e+01 -2.93990225e+01 -1.55894660e+01 -3.99888456e+00 -6.73195690e+00 -6.84692501e+00 
 1.02102592e+05 -4.01811519e+01 -2.93915414e+01 -1.53797928e+01 -4.82250799e+00 -7.43958889e+00 -7.54940920e+00 
 1.02302791e+05 -4.01981646e+01 -2.93840481e+01 -1.51652875e+01 -5.60811477e+00 -8.10471384e+00 -8.20966221e+00 
 1.02502990e+05 -4.02151440e+01 -2.93765428e+01 -1.49457316e+01 -6.35165622e+00 -8.73041862e+00 -8.83083806e+00 
 1.02703189e+05 -4.02320903e+01 -2.93690256e+01 -1.47208920e+01 -7.05285640e+00 -9.31992705e+00 -9.41617751e+00 
 1.02903388e+05 -4.02490036e+01 -2.93614966e+01 -1.44905197e+01 -7.71336018e+00 -9.87635974e+00 -9.96879217e+00 
 1.03103588e+05 -4.02658841e+01 -2.93539559e+01 -1.42543483e+01 -8.33569343e+00 -1.04026238e+01 -1.04915678e+01 
 1.03303787e+05 -4.02827318e+01 -2.93464038e+01 -1.40120926e+01 -8.92269659e+00 -1.09013720e+01 -1.09871308e+01 
 1.03503986e+05 -4.02995469e+01 -2.93388404e+01 -1.37634466e+01 -9.47722642e+00 -1.13749972e+01 -1.14578464e+01 
 1.03704185e+05 -4.03163295e+01 -2.93312658e+01 -1.35080823e+01 -1.00020070e+01 -1.18256449e+01 -1.19058334e+01 
 1.03904384e+05 -4.03330797e+01 -2.93236801e+01 -1.32456473e+01 -1.04995632e+01 -1.22552331e+01 -1.23329852e+01 
 1.04104584e+05 -4.03497977e+01 -2.93160834e+01 -1.29757625e+01 -1.09721975e+01 -1.26654752e+01 -1.27409923e+01 
 1.04304783e+05 -4.03664836e+01 -2.93084760e+01 -1.26980200e+01 -1.14219915e+01 -1.30579022e+01 -1.31313654e+01 
 1.04504982e+05 -4.03831375e+01 -2.93008580e+01 -1.24119806e+01 -1.18508174e+01 -1.34338838e+01 -1.35054562e+01 
 1.04705181e+05 -4.03997596e+01 -2.92932294e+01 -1.21171707e+01 -1.22603560e+01 -1.37946479e+01 -1.38644764e+01 
 1.04905380e+05 -4.04163499e+01 -2.92855904e+01 -1.18130800e+01 -1.26521146e+01 -1.41412974e+01 -1.42095146e+01 
 1.05105580e+05 -4.04329085e+01 -2.92779412e+01 -1.14991577e+01 -1.30274464e+01 -1.44748250e+01 -1.45415509e+01 
 1.05305779e+05 -4.04494357e+01 -2.92702818e+01 -1.11748102e+01 -1.33875670e+01 -1.47961266e+01 -1.48614699e+01 
 1.05505978e+05 -4.04659315e+01 -2.92626125e+01 -1.08393975e+01 -1.37335708e+01 -1.51060128e+01 -1.51700722e+01 
 1.05706177e+05 -4.04823960e+01 -2.92549332e+01 -1.04922309e+01 -1.40664447e+01 -1.54052184e+01 -1.54680839e+01 
 1.05906376e+05 -4.04988294e+01 -2.92472443e+01 -1.01325705e+01 -1.43870803e+01 -1.56944116e+01 -1.57561653e+01 
 1.06106576e+05 -4.05152317e+01 -2.92395457e+01 -9.75962402e+00 -1.46962855e+01 -1.59742012e+01 -1.60349180e+01 
 1.06306775e+05 -4.05316031e+01 -2.92318376e+01 -9.37254757e+00 -1.49947936e+01 -1.62451431e+01 -1.63048917e+01 
 1.06506974e+05 -4.05479438e+01 -2.92241201e+01 -8.97044846e+00 -1.52832717e+01 -1.65077461e+01 -1.65665897e+01 
 1.06707173e+05 -4.05642537e+01 -2.92163934e+01 -8.55239278e+00 -1.55623281e+01 -1.67624771e+01 -1.68204738e+01 
 1.06907372e+05 -4.05805331e+01 -2.92086576e+01 -8.11741940e+00 -1.58325189e+01 -1.70097652e+01 -1.70669685e+01 
 1.07107572e+05 -4.05967820e+01 -2.92009128e+01 -7.66456387e+00 -1.60943533e+01 -1.72500057e+01 -1.73064650e+01 
 1.07307771e+05 -4.06130006e+01 -2.91931591e+01 -7.19289764e+00 -1.63482986e+01 -1.74835632e+01 -1.75393244e+01 
 1.07507970e+05 -4.06291890e+01 -2.91853966e+01 -6.70159007e+00 -1.65947845e+01 -1.77107752e+01 -1.77658806e+01 
 1.07708169e+05 -4.06453472e+01 -2.91776255e+01 -6.19000474e+00 -1.68342072e+01 -1.79319540e+01 -1.79864429e+01 
 1.07908368e+05 -4.06614755e+01 -2.91698458e+01 -5.65784666e+00 -1.70669323e+01 -1.81473895e+01 -1.82012986e+01 
 1.08108568e+05 -4.06775738e+01 -2.91620577e+01 -5.10538426e+00 -1.72932978e+01 -1.83573512e+01 -1.84107146e+01 
 1.08308767e+05 -4.06936424e+01 -2.91542613e+01 -4.53377916e+00 -1.75136173e+01 -1.85620899e+01 -1.86149394e+01 
 1.08508966e+05 -4.07096813e+01 -2.91464567e+01 -3.94556650e+00 -1.77281814e+01 -1.87618394e+01 -1.88142048e+01 
 1.08709165e+05 -4.07256907e+01 -2.91386441e+01 -3.34533414e+00 -1.79372606e+01 -1.89568182e+01 -1.90087272e+01 
 1.08909364e+05 -4.07416706e+01 -2.91308234e+01 -2.74063823e+00 -1.81411066e+01 -1.91472305e+01 -1.91987091e+01 
 1.09109564e+05 -4.07576212e+01 -2.91229950e+01 -2.14314003e+00 -1.83399542e+01 -1.93332674e+01 -1.93843402e+01 
 1.09309763e+05 -4.07735425e+01 -2.91151587e+01 -1.56980965e+00 -1.85340226e+01 -1.95151083e+01 -1.95657981e+01 
 1.09509962e+05 -4.07894347e+01 -2.91073148e+01 -1.04376837e+00 -1.87235170e+01 -1.96929216e+01 -1.97432499e+01 
 1.09710161e+05 -4.08052979e+01 -2.90994634e+01 -5.93950219e-01 -1.89086293e+01 -1.98668654e+01 -1.99168525e+01 
 1.09910360e+05 -4.08211321e+01 -2.90916046e+01 -2.52494686e-01 -1.90895396e+01 -2.00370886e+01 -2.00867537e+01 
 1.10110560e+05 -4.08369376e+01 -2.90837385e+01 -4.92159227e-02 -1.92664171e+01 -2.02037315e+01 -2.02530926e+01 
 1.10310759e+05 -4.08527143e+01 -2.90758651e+01 -4.14681171e-03 -1.94394207e+01 -2.03669265e+01 -2.04160005e+01 
 1.10510958e+05 -4.08684625e+01 -2.90679847e+01 -1.21333817e-01 -1.96087001e+01 -2.05267984e+01 -2.05756015e+01 
 1.10711157e+05 -4.08841821e+01 -2.90600972e+01 -3.87470608e-01 -1.97743963e+01 -2.06834655e+01 -2.07320128e+01 
 1.10911356e+05 -4.08998734e+01 -2.90522028e+01 -7.76249544e-01 -1.99366422e+01 -2.08370393e+01 -2.08853453e+01 
 1.11111556e+05 -4.09155363e+01 -2.90443017e+01 -1.25573810e+00 -2.00955635e+01 -2.09876258e+01 -2.10357040e+01 
 1.11311755e+05 -4.09311711e+01 -2.90363938e+01 -1.79504869e+00 -2.02512788e+01 -2.11353253e+01 -2.11831886e+01 
 1.11511954e+05 -4.09467778e+01 -2.90284793e+01 -2.36826420e+00 -2.04039006e+01 -2.12802328e+01 -2.13278935e+01 
 1.11712153e+05 -4.09623564e+01 -2.90205583e+01 -2.95567483e+00 -2.05535353e+01 -2.14224389e+01 -2.14699085e+01 
 1.11912352e+05 -4.09779072e+01 -2.90126310e+01 -3.54334715e+00 -2.07002836e+01 -2.15620292e+01 -2.16093189e+01 
 1.12112552e+05 -4.09934302e+01 -2.90046973e+01 -4.12200958e+00 -2.08442415e+01 -2.16990857e+01 -2.17462059e+01 
 1.12312751e+05 -4.10089256e+01 -2.89967574e+01 -4.68585319e+00 -2.09854997e+01 -2.18336859e+01 -2.18806467e+01 
 1.12512950e+05 -4.10243933e+01 -2.89888114e+01 -5.23150779e+00 -2.11241446e+01 -2.19659041e+01 -2.20127148e+01 
 1.12713149e+05 -4.10398335e+01 -2.89808594e+01 -5.75725811e+00 -2.12602586e+01 -2.20958108e+01 -2.21424805e+01 
 1.12913348e+05 -4.10552463e+01 -2.89729014e+01 -6.26247900e+00 -2.13939198e+01 -2.22234734e+01 -2.22700108e+01 
 1.13113548e+05 -4.10706319e+01 -2.89649376e+01 -6.74724299e+00 -2.15252028e+01 -2.23489563e+01 -2.23953694e+01 
 1.13313747e+05 -4.10859902e+01 -2.89569681e+01 -7.21205397e+00 -2.16541787e+01 -2.24723209e+01 -2.25186177e+01 
 1.13513946e+05 -4.11013214e+01 -2.89489929e+01 -7.65766942e+00 -2.17809154e+01 -2.25936260e+01 -2.26398138e+01 
 1.13714145e+05 -4.11166257e+01 -2.89410122e+01 -8.08498347e+00 -2.19054777e+01 -2.27129278e+01 -2.27590137e+01 
 1.13914344e+05 -4.11319030e+01 -2.89330260e+01 -8.49495089e+00 -2.20279274e+01 -2.28302801e+01 -2.28762708e+01 
 1.14114544e+05 -4.11471534e+01 -2.89250345e+01 -8.88853872e+00 -2.21483237e+01 -2.29457344e+01 -2.29916365e+01 
 1.14314743e+05 -4.11623772e+01 -2.89170376e+01 -9.26669615e+00 -2.22667233e+01 -2.30593401e+01 -2.31051597e+01 
 1.14514942e+05 -4.11775743e+01 -2.89090355e+01 -9.63033648e+00 -2.23831804e+01 -2.31711446e+01 -2.32168876e+01 
 1.14715141e+05 -4.11927449e+01 -2.89010284e+01 -9.98032709e+00 -2.24977470e+01 -2.32811933e+01 -2.33268652e+01 
 1.14915340e+05 -4.12078890e+01 -2.88930162e+01 -1.03174846e+01 -2.26104727e+01 -2.33895298e+01 -2.34351361e+01 
 1.15115540e+05 -4.12230068e+01 -2.88849990e+01 -1.06425732e+01 -2.27214054e+01 -2.34961961e+01 -2.35417417e+01 
 1.15315739e+05 -4.12380983e+01 -2.88769770e+01 -1.09563054e+01 -2.28305908e+01 -2.36012324e+01 -2.36467222e+01 
 1.15515938e+05 -4.12531636e+01 -2.88689502e+01 -1.12593437e+01 -2.29380731e+01 -2.37046773e+01 -2.37501161e+01 
 1.15716137e+05 -4.12682029e+01 -2.88609188e+01 -1.15523030e+01 -2.30438943e+01 -2.38065682e+01 -2.38519603e+01 
 1.15916336e+05 -4.12832161e+01 -2.88528827e+01 -1.18357538e+01 -2.31480953e+01 -2.39069408e+01 -2.39522905e+01 
 1.16116536e+05 -4.12982035e+01 -2.88448421e+01 -1.21102253e+01 -2.32507150e+01 -2.40058297e+01 -2.40511409e+01 
 1.16316735e+05 -4.13131650e+01 -2.88367971e+01 -1.23762078e+01 -2.33517910e+01 -2.41032681e+01 -2.41485447e+01 
 1.16516934e+05 -4.13281008e+01 -2.88287477e+01 -1.26341567e+01 -2.34513595e+01 -2.41992880e+01 -2.42445336e+01 
