 frequency       Hph1magdB       Hph2magdB      
 6.30957344e+05 -5.20521142e+01 -5.20521142e+01 
 6.45654229e+05 -5.21774852e+01 -5.21774852e+01 
 6.60693448e+05 -5.22993404e+01 -5.22993404e+01 
 6.76082975e+05 -5.24174731e+01 -5.24174731e+01 
 6.91830971e+05 -5.25316639e+01 -5.25316639e+01 
 7.07945784e+05 -5.26416801e+01 -5.26416801e+01 
 7.24435960e+05 -5.27472742e+01 -5.27472742e+01 
 7.41310241e+05 -5.28481829e+01 -5.28481829e+01 
 7.58577575e+05 -5.29441258e+01 -5.29441258e+01 
 7.76247117e+05 -5.30348037e+01 -5.30348037e+01 
 7.94328235e+05 -5.31198968e+01 -5.31198968e+01 
 8.12830516e+05 -5.31990634e+01 -5.31990634e+01 
 8.31763771e+05 -5.32719370e+01 -5.32719370e+01 
 8.51138038e+05 -5.33381246e+01 -5.33381246e+01 
 8.70963590e+05 -5.33972035e+01 -5.33972035e+01 
 8.91250938e+05 -5.34487191e+01 -5.34487191e+01 
 9.12010839e+05 -5.34921804e+01 -5.34921804e+01 
 9.33254301e+05 -5.35270570e+01 -5.35270570e+01 
 9.54992586e+05 -5.35527745e+01 -5.35527745e+01 
 9.77237221e+05 -5.35687090e+01 -5.35687090e+01 
 1.00000000e+06 -5.35741819e+01 -5.35741819e+01 
