 frequency       Youtmag         Youtphdeg      
 5.77024203e+08  3.63131078e-02  8.99041223e+01 
 5.83672396e+08  3.67312934e-02  8.99052105e+01 
 5.90397186e+08  3.71547242e-02  8.99062873e+01 
 5.97199455e+08  3.75829234e-02  8.99073516e+01 
 6.04080098e+08  3.80163679e-02  8.99084044e+01 
 6.11040015e+08  3.84541038e-02  8.99094436e+01 
 6.18080121e+08  3.88966082e-02  8.99104703e+01 
 6.25201340e+08  3.93453114e-02  8.99114878e+01 
 6.32404607e+08  3.97987830e-02  8.99124927e+01 
 6.39690866e+08  4.02574998e-02  8.99134862e+01 
 6.47061073e+08  4.07209850e-02  8.99144673e+01 
 6.54516197e+08  4.11906691e-02  8.99154390e+01 
 6.62057214e+08  4.16646447e-02  8.99163973e+01 
 6.69685116e+08  4.21448192e-02  8.99173461e+01 
 6.77400903e+08  4.26297621e-02  8.99182827e+01 
 6.85205587e+08  4.31213808e-02  8.99192106e+01 
 6.93100193e+08  4.36191983e-02  8.99201289e+01 
 7.01085757e+08  4.41198768e-02  8.99210315e+01 
 7.09163327e+08  4.46281847e-02  8.99219271e+01 
 7.17333962e+08  4.51441221e-02  8.99228156e+01 
 7.25598736e+08  4.56629204e-02  8.99236887e+01 
 7.33958732e+08  4.61883945e-02  8.99245530e+01 
 7.42415048e+08  4.67214980e-02  8.99254100e+01 
 7.50968794e+08  4.72603236e-02  8.99262565e+01 
 7.59621092e+08  4.78039175e-02  8.99270912e+01 
 7.68373077e+08  4.83541871e-02  8.99279170e+01 
 7.77225899e+08  4.89130398e-02  8.99287366e+01 
 7.86180718e+08  4.94757073e-02  8.99295431e+01 
 7.95238711e+08  5.00460041e-02  8.99303420e+01 
 8.04401065e+08  5.06220230e-02  8.99311306e+01 
 8.13668983e+08  5.12056712e-02  8.99319116e+01 
 8.23043682e+08  5.17950415e-02  8.99326823e+01 
 8.32526392e+08  5.23920413e-02  8.99334453e+01 
 8.42118357e+08  5.29957167e-02  8.99341994e+01 
 8.51820836e+08  5.36060679e-02  8.99349445e+01 
 8.61635102e+08  5.42230948e-02  8.99356807e+01 
 8.71562443e+08  5.48477511e-02  8.99364091e+01 
 8.81604162e+08  5.54809904e-02  8.99371308e+01 
 8.91761577e+08  5.61199518e-02  8.99378425e+01 
 9.02036021e+08  5.67665427e-02  8.99385464e+01 
 9.12428842e+08  5.74207629e-02  8.99392424e+01 
 9.22941404e+08  5.80826125e-02  8.99399306e+01 
 9.33575087e+08  5.87520915e-02  8.99406109e+01 
 9.44331286e+08  5.94282462e-02  8.99412824e+01 
 9.55211412e+08  6.01129840e-02  8.99419471e+01 
 9.66216894e+08  6.08043976e-02  8.99426030e+01 
 9.77349176e+08  6.15053479e-02  8.99432529e+01 
 9.88609719e+08  6.22148812e-02  8.99438959e+01 
 1.00000000e+09  6.29301366e-02  8.99445294e+01 
